summary,chat_transcipt_body
Ryan P created a case #08741873 on Brian's behalf to help him stop getting rental applications for a property that is hidden.,"Chat Started: Tuesday, August 16, 2022,  (-0500) Chat Origin: East Tier 1 Agent Ryan P ( 1s ) Ryan P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 10s ) Ryan P: Hi Brian ( 1m 0s ) Brian: Hi there.......how do we stop getting rental applications for a property that is hidden? ( 2m 37s ) Ryan P: Which property is this for? ( 2m 48s ) Brian: 100 Regency ( 2m 52s ) Brian: and Cascades Townhomes ( 3m 17s ) Brian: 100 Regency should be completely shut down. We sold it on 4/29/22 ( 3m 35s ) Brian: Other than making the property ""hidden"" is there anything else we need to do? ( 3m 47s ) Brian: We ended management ( 5m 1s ) Ryan P: I can set all of the units for the property to have an application fee of zero if you like. ( 5m 14s ) Ryan P: Are you still receiving applications for this property in real life or no? ( 7m 51s ) Brian: no ( 8m 14s ) Brian: I assumed since we ended management and set the property to HIDDEN.....everything would be shut down ( 9m 4s ) Ryan P: After ending management it shuts it down from receiving app;ications. I was simply offering a way to stop in case you did have applications that came through (which they should not be) ( 12m 30s ) Brian: Yeah if you look at Rental Applications you'll see some for 100 Regency ( 12m 35s ) Brian: please remove those ( 12m 53s ) Brian: so how do I set it to stop receiving rental applications for Cascades Townhomes as well? ( 13m 18s ) Ryan P: You need to remove all marketing info. ( 13m 42s ) Ryan P: I can only remove the application fee. I cannot go in and reverse any transactions in your database for you on you behalf. ( 14m 57s ) Brian: If I go to MARKETING under 100 Regency...there's nothing there ( 15m 37s ) Ryan P: Would you like for me to create a case for you on this so we can better assist? ( 16m 7s ) Brian: please ( 16m 18s ) Ryan P: I have created case #08741873 on your behalf. An applications expert will be following up with you to ensure you are able to successfully complete this task and have any additional questions answered. I will be closing out this chat now. Thank you for reaching out through chat and have a great day!"
Stephanie is moving in a new prospect and the lease is populating the wrong apt number. The issue is on the lease template itself. The last user used the wrong template and manually entered in the wrong addres,"Chat Started: Tuesday, August 16, 2022,  (-0500) Chat Origin: East 1-4 Agent Nicholas V ( 1s ) Nicholas V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 5m 38s ) Nicholas V: Hi Stephanie! How can I help you? ( 6m 4s ) Stephanie: Hey, I am moving in a new prospect and the lease is populating the wrong apt number. it should be gong to 13e not a8 ( 6m 17s ) Stephanie: ( 6m 47s ) Stephanie: This is the link ( 7m 25s ) Stephanie: some one else was helping me but i got caught up with a tenant and lost the chat ( 8m 2s ) Nicholas V: Thank you! Give me one moment to look into this for you. ( 9m 25s ) Stephanie: thank you ( 11m 4s ) Nicholas V: Which specific lease template are you using for this lease? ( 14m 3s ) Stephanie: lashoin magnolia ( 17m 48s ) Nicholas V: Thank you! I can confirm that the issue is on the lease template itself. Looks like the last user that used that template edited and manually entered in that address/unit number. It is currently not using an insert field and thus the system won't pull the correct information because it was manually entered in. This is the link to edit that specific lease template. ( 41m 17s ) Stephanie: so how do i edit it? ( 42m 3s ) Stephanie: im sorry it took so long to respond, are you still there? ( 43m 44s ) Nicholas V: It is all good! :) To edit it you will want to navigate to that lease template. Then click into that first section where the address is incorrect. You can either type in the correct address/unit (Note that you would have to do this all the time when using that lease template). Or you can insert a new Insert Field such as the Unit Address so that the system will pull the correct address versus having to manually change it all the time. ( 43m 50s ) Nicholas V: Then hit save on the template. ( 57m 41s ) Nicholas V: I am going to go ahead and close our chat. I will send you a follow-up email. I hope you have a great day!"
Matteen's tenant application did not automatically convert over to the tenant. ,"Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: West 1-4 Agent Hanah B ( 1m 51s ) Hanah B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 13s ) Matteen: ( 3m 29s ) Hanah B: Hi Matteen! Hope you are doing well today ( 3m 32s ) Matteen: hi this is a tenant now but the application did not automatically convert over to the tenant ( 3m 49s ) Matteen: hope you're well too ( 4m 49s ) Hanah B: Thank you, I'm doing well! ( 4m 52s ) Hanah B: Let me take a look! ( 4m 54s ) Matteen: and I can't group it either ( 13m 38s ) Matteen: hi are you still there ( 14m 18s ) Hanah B: Yes I am here! ( 14m 35s ) Hanah B: In order to convert to tenant, you will want to have these grouped first and then converted together. ( 14m 46s ) Hanah B: So what is your end goal now with this application? ( 19m 13s ) Matteen: I dont want it to show under the applications section ( 19m 38s ) Matteen: the application was completed through the main applicants link. im not sure why it got separated. this has never happened ( 20m 26s ) Hanah B: You will need to change the status of the application to canceled to remove it from the application list ( 22m 17s ) Matteen: there's no way for you to have it linked back to the tenant? the system still had him added as a tenant during the move-in flow ( 23m 29s ) Hanah B: The co-signer must be grouped to the applicant before converting, otherwise, the application cannot be linked back to the tenant page"
Julie is confused on Application Fees and processing them back to Distinctive Flats.,"Chat Started: Tuesday, June 28, 2022,  (-0700) Chat Origin: West 1-4 Agent Hanah B ( 2m 50s ) Hanah B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 3m 10s ) Hanah B: Hey Julie! Hope you are doing well today ( 7m 53s ) Julie: Hi, Hanah ( 8m 23s ) Julie: We are really confused on Application Fees and processing them back to Distinctive Flats. What are we doing wrong? ( 8m 43s ) Hanah B: Are you seeing an issue in the database? ( 12m 17s ) Hanah B: Are you there? ( 24m 4s ) Hanah B: I'm going to go ahead and close this chat out now. I will follow up with you via email to see if you still need assistance!"
Shawna needs to move in an exiting tenant. She needs to create a lease for the current term and the start date as of 07/2022.,"Chat Started: Tuesday, June 28, 2022,  (+0000) Chat Origin: West 1-4 Agent Percy V ( 37s ) Percy V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 23s ) Shawna: I am inputting a new property and need to move in an exiting tenant. I want to make sure I am doing it right. Do I use his original move in date or the current ( 4m 35s ) Shawna: hello? ( 6m 18s ) Percy V: Hi Shawna, you can use the original date ( 7m 34s ) Shawna: It looks like when I am it wants to start showing rent do as of that date under the tenant payment schedule. Do I use a different lease date ( 8m 43s ) Percy V: You would use the dates of the move in and the dates the tenant start paying rent ( 13m 19s ) Shawna: You mean the date the tenant starts paying rent to us or originally ( 13m 53s ) Percy V: Shawna, to better assist you could you please provide me with more details ? ( 14m 29s ) Percy V: Are you transferring this tenant to a new unit in the same property, or to a unit in a different property ( 16m 52s ) Shawna: sorry. These are tenants that are already in the properties that I am adding. for example I am adding a tenant that has been in this unit since 2021 and I am needing to move him into the unit. ( 17m 24s ) Shawna: sorry again. I was going through to add in the property and the units and now I need to get in the tenants for all of the units ( 25m 37s ) Percy V: Shawna, could you please provide me with a link for this tenant? ( 25m 58s ) Shawna: ( 26m 13s ) Percy V: Thank you! Please give me one moment to look into this for you. :) ( 44m 6s ) Shawna: ?? ( 45m 49s ) Percy V: Are you trying to backdate the move in for 2021? ( 45m 55s ) Percy V: ( 46m 17s ) Shawna: yes ( 47m 30s ) Shawna: These proprties were managed elsewhere, the owners have taken back management and I am trying to move everything over to our system ( 49m 48s ) Percy V: I see that you have already moved in Monte Rooff as of March 2021. If you try to add him again it will cause a duplicate. ( 50m 22s ) Shawna: I haven't finished him. I stopped so I could ask if I was doing it correctly ( 52m 12s ) Percy V: You have done it correctly. You just need to click on the 'Continue Move In' task :) ( 55m 41s ) Shawna: thank you ( 56m 52s ) Shawna: How do I change the due date on the tenant payment schedule. It is using the date of the move in ( 57m 25s ) Percy V: By default the rent payments are due on the first ( 57m 54s ) Shawna: Is it going to show him owing since 03/2021 instead of current ( 1h 0m 1s ) Percy V: The move in date can be 03/2021 but you want to create a lease for the current term and not the previous one (2019). ( 1h 1m 28s ) Shawna: so I need to make the lease start date as of 07/2022? He is not signing a new lease we are using the original one he signed ( 1h 6m 35s ) Percy V: You will have to make a lease for the current term that you are managing ( 1h 6m 44s ) Shawna: okay, just wanted to make sure ( 1h 7m 47s ) Percy V: Not problem. Thank you for reaching out Shawna. Have a good rest of your day ( 1h 7m 56s ) Shawna: you too thank you"
 There is no way to view an application that has already been converted to tenant.,"Chat Started: Thursday, June 23, 2022,  (-0500) Chat Origin: East 1-4 Agent Neda H ( 24s ) Neda H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 46s ) Neda H: Hi Allyson! How can I help? ( 58s ) Allyson: Good Morning! Is there a way to view an application that has already been converted to tenant? ( 2m 39s ) Neda H: Just a moment please Agent Neda H failed to transfer the chat to button Tier 1 ( 5m 53s ) Neda H: There isn't a way to view an application for a converted tenant, but all the information should be on the tenant page ( 6m 56s ) Allyson: Understood, thank you for your help! ( 7m 1s ) Neda H: You're welcome!"
"Greg is trying to help a potential applicant who uploaded a photo ID, but they need the proof of income. ","Chat Started: Thursday, June 23, 2022,  (-0500) Chat Origin: East 1-4 Agent Brittany F ( 19s ) Brittany F: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 30s ) Greg: I am sitting here with a rpospect who is trying to apply. They have uploaded a pciture of the photo id, click Continue, and it gives them an error saying the must upoad a photo id. ( 1m 38s ) Brittany F: Can you send a screenshot please? Agent Brittany F requested a file transfer ( 2m 32s ) Greg: one second ( 2m 59s ) Brittany F: Okay File transfer succeeded. ( 6m 41s ) Greg: get it? ( 7m 21s ) Brittany F: The photo ID is okay, they are needing the proof of income. There is not a document listed. ( 8m 54s ) Greg: They have proof income submitted. It says "" Income Verification Completed"" ( 9m 34s ) Brittany F: Yes, I would upload the pay stubs to the proof of income part as well, they ALL have to be filled out. ( 12m 18s ) Greg: it went through ( 13m 7s ) Brittany F: Perfect@ ( 13m 8s ) Brittany F: :)"
Jennifer charged $150 lease renewal fee on property 116 Berot. The tenant does not have a lease renewal charge on their ledger. Management fees are charged to the owner.,"Chat Started: Monday, September 12, 2022,  (-0500) Chat Origin: East Tier 3 Agent Ryan P ( 1s ) Ryan P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 13s ) Ryan P: Good afternoon Jennifer! ( 33s ) Jennifer: On the property 116 Berot there was a lease renewal fee of $150 posted on 8/9 but when i run a report to pay out my property managers thats not showing up ( 44s ) Jennifer: ( 56s ) Jennifer: 4490: Lease Renewal is the GL account ( 1m 31s ) Ryan P: Thank you for this additional information. Just a moment while I look into this further for you. ( 1m 55s ) Jennifer: thank you ( 5m 25s ) Ryan P: Can you send me the lease renewal fee that you charged? ( 6m 7s ) Jennifer: ( 6m 9s ) Jennifer: that? ( 6m 25s ) Jennifer: It auto populated as a bill to the owner once the tenants lease renewed ( 13m 39s ) Ryan P: Interesting I am still looking. ( 13m 51s ) Jennifer: ok thank you ( 22m 27s ) Ryan P: The issue is because the tenant's do not have a lease renewal charge on their tenants ledger. ( 22m 56s ) Jennifer: the tenants are not paying that fee the owner pays it so therefore it wouldnt show up on the tenant page correct? ( 23m 24s ) Ryan P: That report you sent me is only looking at charges that the tenant paid for these GL accounts. ( 23m 46s ) Jennifer: im sorry what about this ( 23m 47s ) Jennifer: ( 24m 18s ) Ryan P: That is not a custom report and I do not see any info can you please try clicking actions save layout check the box that says lock in dates save then copy and paste it? ( 25m 18s ) Jennifer: ( 25m 23s ) Jennifer: did that work ( 25m 57s ) Ryan P: I do not see a fee anywhere ( 26m 12s ) Ryan P: Yes I see the transactions on the tenant's ledger but there is no lease renewal fee charge. ( 26m 19s ) Jennifer: ( 26m 44s ) Jennifer: Sorry i had several agents walk into my office and they are talking to me while im chatting with you ( 26m 52s ) Ryan P: No worries at all. ( 28m 0s ) Ryan P: There is still not charge for a lease fee on the tenant's side. ( 28m 41s ) Jennifer: its the $150 on there referrence 8011 ( 29m 7s ) Ryan P: That does not make it appear though on the tenant's side and therefore will not show up on your report. ( 29m 32s ) Jennifer: How do we have it show on the tenant side withouth the tenant paying that fee? ( 29m 51s ) Ryan P: I would look at other propertys where the lease renewal fee appears ( 30m 47s ) Jennifer: the problem is we were charging the tenant $50 for renewals and we recently changed so all of our new contract are a charge to the owner not the tenant. this is the first one we have done ( 33m 54s ) Jennifer: Is there any report that i can run that will show me this owner expense? I just figured since it was coded to the same GL account it would show up no matter if the tenant paid it or the owner paid it. The management fees and tenant placement fees show up on the report so not sure why this one isnt. ( 34m 39s ) Jennifer: ( 38m 19s ) Ryan P: So then if you did indeed change that there is no way for lease renewal fees to show up on the report. ( 38m 23s ) Ryan P: And that is why it is not appearing. ( 38m 56s ) Jennifer: how come the management fees will show up on this report but they aren't charged to the tenant? ( 39m 17s ) Ryan P: Because management fees are billed to you and not tenants. ( 39m 53s ) Jennifer: So the lease renewal fee on the property page is meant to be charged to the tenant? ( 40m 16s ) Ryan P: That is up to you, if you need that amount to show up on reports then yes it should be. ( 41m 20s ) Jennifer: so sounds like nothing we can do ( 42m 11s ) Jennifer: thank you for trying ( 43m 43s ) Ryan P: Of course! ( 43m 47s ) Ryan P: Thanks for chatting in."
". Lori is trying to convert an applicant, Hiteshkumar Pated to 2900 State St. 103 c, but it won't let her because he's a Co-signer. Kay","Chat Started: Monday, September 12, 2022,  (-0500) Chat Origin: East Tier 3 Agent Kayla M ( 20m 16s ) Kayla M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 20m 28s ) Kayla M: Hi Lori! How can I help? ( 22m 6s ) Lori: I'm trying to convert an applicant and it won't let me. Hiteshkumar Pated to 2900 State St. 103 c ( 22m 13s ) Kayla M: One moment while I check on this for you. :) ( 25m 42s ) Kayla M: It looks like they're marked as a Co-Signer. They need to be grouped with a Financially Responsible tenant in order to be moved in or changed to a Financially Responsible tenant themselves. ( 26m 57s ) Lori: Thank you! It worked! ( 27m 18s ) Kayla M: Yay!! Anything else I can help with right now? ( 28m 58s ) Lori: Yes, thank you! ( 29m 16s ) Kayla M: How can I help?"
"Bebe is having issues with two different applications. One of the applicants accidentally submitted his application before he uploaded all his paycheck stubs to prove he makes enough money to qualify, so Appfolio is not allowing him to","Chat Started: Wednesday, August 31, 2022,  (+0000) Chat Origin: West Tier 1 Agent Rachel B ( 1s ) Rachel B: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 14s ) Bebe: an applicant accidentally submitted his application before he had uploaded all his paycheck stubs to prove he makes enough money to qualify ( 3m 30s ) Bebe: now Appfolio is not allowing him to access his application. AppFolio already disqualified him because the applicant only submitted one paystub for 1 job. ( 4m 9s ) Bebe: the applicant STILL needs to upload the paystub for his 2nd job and he will quialify ( 4m 19s ) Rachel B: Hi Bebe, are you able to receive the pay stubs from this applicant via email and edit the application manually to be in a different status and re-screened? ( 5m 25s ) Bebe: I don't know how to edit the application manually ( 5m 59s ) Bebe: I can ask the applicant to send me the paystubs by email ( 6m 9s ) Rachel B: Otherwise, you can manually enter in a new application for them since they have already paid the application fee, with the additional pay stubs and all info from the original application. Here is a help article on this: ( 6m 34s ) Rachel B: You can edit an application using this article, please take a look and let me know if you have questions!: ( 7m 24s ) Bebe: ok I'll read the information. ( 7m 47s ) Bebe: I wish I could talk to someone on the phone because I have 2 other issues. ( 8m 17s ) Rachel B: Would you like to address them over chat now to see if I can help you? ( 8m 30s ) Rachel B: What are your other issues? ( 9m 11s ) Bebe: This is a different application with a group of 3 applicants and 1 co-signer. ( 10m 18s ) Bebe: the co-signer (a church with a representative) filled out the application as well as 2 of the applicants. ( 11m 32s ) Bebe: I need to say that one of the applicants assisted a second applicant to fill out her application and the lady she was assisting (her mother) didn't have an email address ( 13m 35s ) Bebe: so, the daughter included HER OWN email address as her mother's email address. Now there are 2 applications (mother's and daughter's) with the same email address. The Security Deposit has been paid. Everything has been done BUT the mother hasn't been able to sign the lease ( 14m 0s ) Bebe: How can we change the email for the mother's application ( 15m 30s ) Rachel B: Are you converting the applicants and they are in the move in flow already, or are they still applicants? If they are still applicants, you can use the helpa article I sent above to edit her application to update the mother's app with a new email address. It can be any email address she or her daughter has access to, but it cannot be the same as anyone else in the group. If they are being converted to tenants already, you can change the email address on the mother's tenant page. ( 17m 25s ) Bebe: They are in the move in flow already, except the ""mother"" hasn't received an email/link to sign the lease because her daughter used her own email address (same email address for two applications) and the mom hasn't received a lease to siggn ( 17m 33s ) Bebe: *sign ( 23m 14s ) Rachel B: I see. Please navigate to the mother's tenant page by searching her name in the searchbar, and then edit her info to give her a new email address, and in the online portal status section click to send activation so she can activate her portal to sign the lease. ( 24m 21s ) Bebe: ok, I'll try it in a couple of minutes. I hope I can do it correctly ( 27m 4s ) Rachel B: Of course, and you can send me the mother's name and I can link you to it as well. Once you convert to tenant and start the move in flow their tenant page is created so you can then edit everything, including their email address, on their tenant page. Here is how to activate the online portal too: ( 31m 44s ) Rachel B: Hi Bebe, are you still there? ( 36m 12s ) Rachel B: Thank you for chatting with me Bebe, I will email you now to follow up!"
Jorge's prospective tenants are filling out applications but he's not seeing them in his database. ,"Chat Started: Wednesday, August 31, 2022,  (-0700) Chat Origin: East Tier 3 Agent Amberley P ( 21m 33s ) Amberley P: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 21m 56s ) Amberley P: Hello, my name is Amberley. How can I help you? ( 22m 21s ) Jorge: Hi ( 24m 26s ) Jorge: my prospective tenants are filling out applications but I'm not seeing them ( 24m 39s ) Jorge: 100 trace loop, mandeville la 70448 ( 27m 6s ) Amberley P: Happy to help! These applications are not showing in your database? Did an applicant tell you they filled it out and showed you it was submitted? ( 30m 1s ) Amberley P: Are you still there? ( 31m 56s ) Amberley P: It appears you may have stepped away from the screen. Ill go ahead and close this chat out but I will send this case over to our Marketing team to investigate this further. Please feel free to chat back in any time with any additional questions. Until then, your case number is 08783673 Have a wonderful day :)"
Grace is having problems with the prorated amount due on the lease she's creating. She cancels the lease and sends the PDF to Eytan N. ,"Chat Started: Thursday, September 01, 2022,  (-0700) Chat Origin: APM Support Agent Eytan N ( 1s ) Eytan N: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 10s ) Eytan N: Hi Grace ( 16s ) GRACE: hi ( 29s ) Eytan N: what can i help you with ( 48s ) GRACE: I'm creating a lease and I notice when I am reviewing it that the prorated amount due is not correct ( 58s ) Eytan N: ok whats incorrect with it? ( 1m 3s ) Eytan N: do you have a link to the lease ( 1m 9s ) Eytan N: and a link to the tenant in question ( 1m 15s ) GRACE: I have a PDF ( 1m 43s ) GRACE: I am creating the lease with Bluemoon on your website ( 1m 51s ) Eytan N: whats the name of the tenant ( 2m 1s ) GRACE: I had to cancel it ( 2m 14s ) GRACE: there's no way to edit a lease or save it in appfolio ( 2m 27s ) GRACE: #1510 mallory Mcloughlin ( 2m 58s ) Eytan N: ok one moment ( 6m 18s ) Eytan N: do you have a link to this tenants page please ( 7m 55s ) GRACE: ( 9m 2s ) Eytan N: ok I do not see the lease you have been working on ( 9m 13s ) GRACE: yes, that's because I had to cancel it ( 9m 37s ) GRACE: your software doesn't allow me to save it or edit it ( 9m 44s ) GRACE: so the only way out is to cancel it ( 9m 46s ) Eytan N: Our team is aware of this grace ( 10m 17s ) GRACE: can I send the PDF to you? ( 10m 22s ) Eytan N: did this tenant just move in? Agent Eytan N requested a file transfer ( 10m 33s ) GRACE: they are going to move in in OCtober ( 10m 37s ) Eytan N: ok ( 12m 9s ) Eytan N: whats the amount the proration is saying compared to how much you think it is? File transfer succeeded. ( 12m 37s ) GRACE: there is the lease, now you can follow along ( 12m 50s ) GRACE: I can’t manually change it….The prorated rent is calculating $3704.52, but I’m calculating $3676.13. That’s a difference of $28.39…. ( 13m 6s ) GRACE: I am getting my calculation by adding all prorated charges: Prorated rent: $3605.16 Prorated trash: $21.29 Prorated pest: $3.55 Prorated CAM: $46.13 ( 13m 17s ) Eytan N: how are you calculating it? ( 14m 36s ) Eytan N: are you calculating it by actual days in month? ( 14m 54s ) Eytan N: ( 15m 31s ) Eytan N: Ill be happy to look into this more for you but I am unable to see the charges on this tenants page becasue you have not completed the move in ( 15m 41s ) GRACE: yes ( 15m 52s ) GRACE: so if they move in on 10/10, that would be 22 days ( 18m 24s ) Eytan N: i can create a case and look into this for you ( 18m 34s ) Eytan N: yes 22 days is correct ( 19m 34s ) Eytan N: Case Number 08788144 ( 19m 39s ) Eytan N: have a good night"
Deb has a tenant that wants to remove his brother off the lease and add another person on there as financially responsible.,"Chat Started: Thursday, September 01, 2022,  (-0500) Chat Origin: APM Support Agent Michael H ( 4s ) Michael H: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 17s ) Michael H: Hi! This is Michael with AppFolio Customer Care. How can I help? ( 51s ) Deb: I have a tenant that want to remove his brother off the lease and add another person on there as financially responsible ( 58s ) Deb: how do i go about doing that? ( 1m 4s ) Michael H: What's the tenants name? ( 1m 45s ) Deb: Trentin kooima ( 2m 25s ) Michael H: Got it and Ryan is the one being moved out? ( 3m 4s ) Deb: correct ( 3m 17s ) Michael H: Either way you'll want to use the ""Move out one tenant"" task and the ""Add additional tenant"" task to remove Ryan and then add Trentins brother in as a new tenant. ( 3m 34s ) Michael H: Once Trentin and his brother are on the unit, you can resend the lease for them to sign. ( 4m 57s ) Deb: so trentin is staying and his girlfriend is moving in so i just add his girlfriend? ( 5m 19s ) Michael H: Oh gotcha sorry I got the names mixed up. To remove the current tenant, use ""Move out one tenant"" task and then to add any additional tenants, use the ""Add additional tenant"" task ( 5m 30s ) Deb: what happens if it's a lease that was done before we had appfolio? ( 5m 58s ) Michael H: Well, you can either continue to use a lease outside of AppFolio and manage it that way or you can send them a lease through AppFolio if you want to set that up. ( 6m 43s ) Deb: how would that work if their lease is now month to month? ( 9m 44s ) Michael H: How would it work in AppFolio? You can add a month-to-month lease in AppFolio but if you don't currently use leases in AppFolio then I would recommend continuing to do it as you would for any new move-in. ( 12m 23s ) Deb: we use leases through appfolio now but we've only had appfolio for since january ( 12m 56s ) Deb: and they have a lease that wasnt signed through appfolio ( 13m 45s ) Michael H: Got it so you'll send them a new lease through AppFolio that they'll sign and that will be the new lease for Trentin and his girlfriend. The lease from before AppFolio is for Ryan and Trentin, right? Or do Trentin and his girlfriend have a lease from before AppFolio? ( 14m 8s ) Deb: the lease from before is trentin and ryan ( 15m 1s ) Michael H: That lease will no longer be valid once Ryan moves out so you'll just issue a new lease through AppFolio for the new occupancy. If you want to upload the Trentin and Ryan lease to AppFolio, you can upload a PDF of it to the attachments section of Trentis tenant page, at the very bottom. ( 17m 56s ) Deb: ok sounds good ( 18m 8s ) Michael H: Great! Is there anything else I can help with? ( 18m 16s ) Deb: i think thats it ( 18m 30s ) Michael H: Thank you for chatting in, I hope you have a great day! Chat back in if you need further assistance :)"
 She wants to print out a list of lease templates from the database.,"Chat Started: Thursday, September 01, 2022,  (-0500) Chat Origin: East Tier 3 Agent Nicholas V ( 8m 20s ) Nicholas V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 12m 28s ) Stacie: i wanted to see what lease are mine I have 46 ( 12m 38s ) Stacie: is there a way to print out a list ( 13m 54s ) Nicholas V: Hi Stacie! Currently, there is no report that will provide a list of lease templates that are in the database. You can navigate to the Lease Template page that will list out all lease templates that you have in the system. ( 16m 28s ) Stacie: ok thank you ( 17m 48s ) Nicholas V: You are welcome! Is there anything else I can help you with today?"
Jorge needs to take a physical printed out copy of his lease with a tenant to the justice of the peace to evict them. He also needs to process their eviction in Appfolio. ,"Chat Started: Wednesday, August 10, 2022,  (-0500) Chat Origin: East 1-4 Agent Stephen M ( 1m 23s ) Stephen M: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 1m 33s ) Stephen M: Hey! How can I help? ( 1m 41s ) Jorge: how do i print out my lease with a tenant? ( 1m 59s ) Jorge: i need to take a physical printed out copy to the justice of the peace to evict them ( 2m 10s ) Jorge: then i need to know how to process their eviction in Appfolio ( 2m 21s ) Stephen M: You can head to the tenant page, scroll to the lease document section, click on the lease. ( 4m 9s ) Jorge: ok found that i can do that from my laptop. I tried to do it from my phone mobile app yesterday and it wouldn't let me print ( 4m 31s ) Stephen M: Ahh gotcha! Yes, make sure you are hooked up to a printer and you are all set, Jorge!! ( 4m 34s ) Stephen M: Have a wonderful day! ( 5m 5s ) Jorge: still need to know how to process an eviction in appfolio ( 5m 8s ) Jorge: please ( 8m 57s ) Stephen M: You can follow these steps here! ( 11m 51s ) Stephen M: Any other questions for me about this one, Jorge? ( 18m 30s ) Stephen M: I will go ahead and end our chat due to no response. Hope you have a great rest of your day!"
Bower is refunding admin fee to jeannie sobalvarro. ,"Chat Started: Friday, August 12, 2022,  (-0500) Chat Origin: East 1-4 Agent Nicholas V ( 4m 29s ) Nicholas V: How can we help? Enter a question to start a conversation with a Live Support Agent. ( 4m 35s ) Bower: refunding admin fe ( 5m 49s ) Bower: fee* ( 7m 11s ) Nicholas V: Hi Bower! Can you provide me with more information on this? Who are you refunding this fee to? ( 19m 39s ) Bower: Alejandro ( 19m 45s ) Bower: sorry ( 19m 48s ) Bower: not him ( 19m 52s ) Bower: to jeannie sobalvarro ( 20m 4s ) Bower: the should have only paid one admin fee ( 20m 12s ) Bower: I reversed the charge but how do I confirm she will get refunded ( 20m 36s ) Nicholas V: Thank you for the information! Give me one moment to look into this for you. ( 20m 39s ) Bower: thank you ( 24m 58s ) Nicholas V: Thank you for holding Bower! I do see that the steps were done correctly. Here is the original credit card receipt for it and it is showing as refunded. It can take up to 3-5 business days for the client to see those funds returned. ( 25m 13s ) Bower: okay great I just wanted to confirm ( 25m 15s ) Bower: thank you"
